52773259,30357351,25937827,26031314,26848366,26787501,26275335,26200042,26480151,26443091,26039589,26751914,26506220,26605868,26075467,25962334,26549803,25940432,25980288,25998251,26203649,27510416,26366547,26572786,27334834
38193123,37499834,37500476,37603300,37556622,37432147,37474386,37461031,37331958,37374058,37515574,37519421,37546863,37480047,37404835,37458597,37868500,37499654,37480899,37443648,37454640,37434892,37375259,37475749,37471651
76881993,58285375,58484050,58113271,58330951,58179035,58324188,58257452,58729664,58146242,58108661,58434536,58370515,59334135,59296084,58814985,58556287,58461728,58531680,58397326,58128248,58491003,58558821,58528584,58740685
105569009,104915237,105137375,104738572,104758801,105147405,105452100,105491695,105539634,106232403,100246142,100329289,99206258,98648765,101769768,107623769,101330859,100754622,100701972,100799946,100784097,100668258,100735084,100597745,100773127
178614751,177446075,177834238,177404787,177721164,177516147,177555171,177389849,177540103,177404728,177396972,177377685,177693102,178639407,177841812,178524973,177712538,178555239,178310056,178551681,178647924,178301921,178334011,179721491,178424472
338546321,333783461,338284848,335203832,338794861,336346810,334763520,335122007,335942868,334679532,335093474,335397888,336800657,334284407,335103553,335404331,334687938,335510301,334511045,337222493,334689172,335170120,333708129,333958302,335443906
648737737,647406163,648637228,650664825,649596979,649022175,651730599,653205202,659244915,649672353,650250525,649534854,650112615,651147950,649962363,649839961,657028333,647653754,648303912,647032783,646910693,647942961,647931560,649039632,647809700
1286138913,1285252742,1286919089,1286889454,1280781734,1282737889,1292151601,1351432307,1352327639,1309446025,1319781798,1307573572,1283924876,1303371410,1331918575,1324247765,1321979113,1282921958,1313753486,1281628227,1281707658,1292317300,1289614247,1276286917,1285233428
-1724340514,-1645853705,-1732007753,-1733186705,-1731304267,-1748919879,-1745922157,-1750001114,-1699981507,-1749462801,-1752562289,-1754449899,-1697067562,-1659791624,-1701018964,-1735683025,-1749829819,-1761616828,-1754804975,-1763117935,-1760669290,-1755379720,-1746181892,-1769006209,-1764362659
