1102,591,521,571,521,521,521,521,521,571,571,521,571,571,521,571,571,531,531,531,521,521,521,521,521
3878,3477,3467,3426,3427,3437,3426,3407,3417,3416,3407,3406,3407,3406,3406,3407,3406,3407,3416,3406,3407,3406,3407,3406,3407
38282,37641,37651,37641,37652,37641,37651,37641,37652,37641,37641,37641,37652,37641,37651,38182,40416,36339,25468,25358,25318,25408,25398,25448,25367
191752,212982,191001,190921,191051,190820,190560,190720,190890,190710,190670,190660,190760,214886,190670,191011,191010,191011,191011,191011,191010,191010,191011,191011,191011
1529397,1515121,1494802,1512876,1562580,2289342,2380054,2232003,1526752,2340940,2326482,2039310,1492828,1492939,1525400,1494432,1495443,1507075,1756516,1791152,1510892,1517766,1531592,1547412,1539486
13200281,12263163,12228496,12187660,12201666,11086870,6272121,6117470,6103072,6386798,6208241,6094255,6099124,6272372,6114605,6126777,6139471,6699940,6541199,6081361,6114825,6115907,6101439,6124313,6093394
52662425,50142376,50681705,50142246,48732014,48708509,49347405,48941970,48619161,48578785,48534531,48870315,48776357,48741341,48721423,48849486,48711565,49451031,48937261,48824729,48843564,50181611,48776979,48641663,48718318
391404233,386961003,386942539,387753199,387795940,387463523,387817571,387653361,387899706,387567609,387586695,387663591,389467107,388399810,387455037,387645646,388933709,387840105,387656658,387600512,387860223,387763600,387990098,387814587,387965833
-1181560900,-1184370560,-1209368901,-1212552678,-1212346884,-1211727161,-1209002061,-1213299511,-1213477593,-1188934853,-1196088212,-1209676252,-1210755827,-1211026293,-1209749629,-1211961751,-1212626833,-1210596375,-1204674160,-1201760285,-1207024771,-1212686656,-1213088781,-1214607143,-1213406404
1142,662,671,782,591,641,621,611,621,651,591,591,592,591,591,591,591,591,581,581,581,591,591,592,591
4729,3847,3757,3758,3767,3777,3787,3767,3757,3777,3748,3767,3757,3777,3757,3777,3757,3757,3767,3757,3777,3758,3777,3767,3777
28554,27893,27903,27772,27793,27843,27862,27762,27873,27842,27772,27833,27792,27832,27803,28003,27813,27822,27763,27762,27802,27833,27792,27742,27843
217330,213783,236606,214064,214054,214065,213823,213793,214004,213723,213783,214015,214244,213894,214065,230515,324964,324332,331325,217742,213823,213954,214024,213904,213924
1742750,2383039,1687536,1686795,1769671,2079807,1554145,1942156,1726970,1296127,1609789,1518567,1295246,1689830,1334991,1295606,1295746,1305766,1301817,1295626,1307258,1296327,1546610,1349978,1296928
13046852,10662151,10354339,10342436,7806089,6879618,6883737,6866023,6891661,6874520,6869039,6894026,6879048,6891161,6875962,6891541,6877075,6862326,6895078,6874389,6879800,6872976,6865051,6893886,6867016
56572691,54573316,54525184,54447668,55227901,55036491,54520576,54596911,54557626,54592392,54618952,54694785,54601790,54553108,54696068,54550442,54748638,54522038,54646163,54697791,54539723,54782520,54533551,54506529,54505579
440782418,436474145,437168665,441032892,435664425,436491167,435456553,435523840,435870175,435603871,436193705,436703157,437101339,436711403,435765087,437734876,438819022,436565037,436682017,435867470,438876200,436319853,435571071,435766630,435712398
-771520496,-777744042,-776787120,-774703674,-773681480,-773710070,-772623726,-771802991,-761096143,-772853858,-771831003,-768566144,-777321562,-767943951,-736524630,-762928447,-789375778,-793518917,-794384654,-789890696,-786666076,-795024432,-795384980,-783995563,-753031407
