829,293,66,381,620,405,532,690
413,264,416,737,973,991,31,125
327,881,484,361,691,117,60,351
505,220,218,347,547,37,434,180
767,896,370,576,135,287,498,749
335,707,651,74,856,820,811,951
188,886,388,729,329,672,892,246
247,883,764,324,823,854,767,426
